Clause,Topic
"(ii)	we shall, immediately upon acquisition/receipt of any future shareholding in the Borrower, inform the Lenders details of such acquired/received shares; the Certificates of such further acquired/ received shares shall also be kept by us in our custody; (the shares held by us as on the date of this undertaking together with the shares which may be acquired at any time during the term of the Finance Documents is herein after referred as ""NDU Shares"");",Informative
"(iii)	so long as any outstandings remain due and payable by the Borrower to the Finance Parties under the Finance Documents or so long as the Borrower creates  Security  including mortgage over the Additional Immovable Properties by executing amended  Borrower Mortgage in terms of the Facility Agreement (in a form and substance satisfactory to the Lenders), whichever is earlier:

(a)	we shall continue to remain the sole and exclusive legal and beneficial owner of the NDU Shares;

(b)	we shall not without the prior written consent of the Lenders, create or attempt to create or agree to or permit the creation  of any Security  on the  NDU Shares  in favour of any person; and the creation of any Security or an attempt to create any Security on the NDU Shares without the prior written consent of the Lenders shall be null and void and shall be deemed to be a breach of this undertaking and an Event of Default under the Finance Documents;

(c)	we shall not assign or transfer the NDU Shares or any number of NDU Shares, all or any of our rights, benefits and/or obligations relating to the NDU Shares and other related deeds and documents without the prior written approval of the Lenders;",Informative
"(d)	we shall furnish to the Lenders a declaration, within 15 days from the end of each financial year, as per the format given in Annexure B hereto, inter alia, to the effect that we continue to hold NDU shares of the Borrower.",Informative
"(e)	we shall procure and furnish to the Lenders, a certificate from the Borrower's statutory auditors, within 15  (fifteen) days from the  end of each financial year, as per the format given in Annexure C, inter alia, to the effect that they have physically verified the Register of the Members of the Borrower and the share certificates held by the abovementioned Promoters and that at the end of the financial year the abovementioned Promoters, continue to hold the NDU shares of the Borrower.",Informative
"In addition to the security furnished and created by the Borrower and the Promoters in favour of the Lenders pursuant to the Facility Agreement, we, hereby, unconditionally and irrevocably agree and  undertake that the Borrower shall create (i) a first ranking charge by way of mortgage in trust and for the benefit of the Lenders over the Additional Immovable Property of the Borrower together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth, from time to time, in order to maintain asset coverage of 2.0x at all times, corresponding to the Secured Obligations as also over any such property created out of the proceeds of the Facility",Security
"(ii) a subservient charge by way of mortgage in trust and for the benefit of the Lenders over the immovable properties more particularly specified in Schedule attached hereto, together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth (together the immovable properties to be charged on first charge and subservient charge basis are hereinafter referred to as the ""Secured Immovable Fixed Assets"") in favour of the Security Trustee acting in trust and for the benefit of the Lenders for the due performance and repayment of all Secured Obligations, the said security being provided in consideration for the Facility granted under the Facility Agreement and that the same is good and valuable consideration.",Security
"We confirm and declare that the Borrower will create charge by way of mortgage in favour of the Security Trustee on the Secured Immovable Fixed Assets within a period of 90 (ninety) days (which may be further extended by a period 90 (ninety} days with the  prior written  approval  of  the Lenders, which approval shall not be unreasonably withheld) from the date of the  Facility Agreement, TO HAVE AND TO  HOLD all and  singular  the Secured  Immovable  Fixed Assets unto the Security Trustee acting in trust and for the benefit  of  the  Lenders  in  accordance  with these presents absolutely UPON TRUST and subject to the powers and provisions declared and contained herein and in other Finance Documents.",Security
"Furthermore, we shall have the immovable properties in relation to the Secured  Immovable  Fixed Assets registered  in  the  books/records  of the relevant sub-registrar of Assurances to  the  satisfaction  of  the  Security Trustee within this period of 90 (ninety) days from  the  date of  the  Facility Agreement  (or such further  extended period 90 of {ninety} days with the prior written approval of the  Lenders, which approval shall not be unreasonably withheld).",Security
"2.2.2	The Borrower shall create the Security in favour  of the Security Trustee for  the benefit of the Finance Parties"" in accordance with the terms and conditions of the Finance Documents. The Security Trustee shall hold the Security to be created under the respective Security Documents for the benefit of the Finance Parties in accordance with the terms thereof.",Security
"6.4.1 (a)	The Borrower undertakes to  the  Security Trustee that it  shall  comply with the covenants and undertakings contained in the Finance Documents and those contained in this Section 6.4 and such covenants  and undertakings shall remain in full force and effect until the discharge of the Secured Obligations. In addition to  the covenants and undertakings  by the  Borrower in the Finance Documents, the Borrower undertakes and agrees with the Security Trustee that, throughout the continuance of this Agreement and so long as the Secured Obligations or any part thereof remain owing, the Borrower will, unless the Security Trustee otherwise agrees:

(i)	punctually pay all rents, rates, Taxes and outgoings in connection with any part of Secured Property so as to keep the same free from any other security interest, other than the  Security  created  under the Security Documents; and

(ii)	if any penalty or legal costs or any other charges are paid by the Finance Parties (upon the Borrower's failure to pay) for the stamping and registration of any of  the  Security Documents or any supplement or addition thereto or any other additional Security Documents under Section 6.4.2 below, pay to such Secured Party the amount thereof with interest and Default Interest at the Default Rate in accordance with the applicable Finance Document and also deliver to the Security Trustee certified copies of the receipts evidencing payment of stamp duty and other charges in connection with the stamping and registration of the Security Documents.

6.4.2	Additional Property

The Borrower does hereby affirm the covenants given by it in  the  Finance Documents in relation to additional property including any Additional Immovable Property acquired by the Borrower and shall charge the same in  favour  of the Security Trustee by way of first charge by creation of a mortgage for  the  benefit of the Finance Parties and such other Persons (including the Transferee Lenders) as may be instructed by the Agent in such form and manner as may be decided by the Security Trustee.",Security
"The Borrower hereby acknowledges and agrees that pursuant to the  Fee  Letter,  the Borrower has agreed to pay to the Security Trustee  fee for services performed by the Security Trustee under or pursuant to this Agreement, and to pay or reimburse all out-of­ pocket, legal, travelling and other costs, charges and expenses (""Expenses"") incurred by the Security Trustee in the proper  discharge of  its  duties under this Agreement,  within a period of 30 (thirty) days from the date of notice of demand from the Security Trustee. The Security Trustee agrees to provide adequate details of such Expenses, if required by the Borrower. In the event the  above payments  are not  made within the said period of 30 (thirty) days from the date of notice of demand from the Security Trustee, the  Borrower shall pay, on the overdue amount from the date of demand till payment, interest calculated at the  rate of 3% per annum.",Financial
"
The Borrower shall apply all amounts borrowed by it under the Facility for the purposes of (i) developing and levelling certain land and expanding CFS facility at village Somathane, district Panvel, state Maharashtra, India; (ii) incurring expenses for any conversion/modification/ alteration of certain existing CFS at village Ajwali, district Raigad, state Maharashtra, India to hazardous cargo CFS; and (iii) any other purpose as may be agreed to by the Lenders in writing in their discretion",Informative
The Borrower may utilise the Facility by delivery to the Agent of a duly completed Utilisation Request not later than 11:00 a.m. Mumbai time at least 3 (three) Business Days prior to the proposed Utilisation Date.,Informative
"7.3.	Mandatory Prepayment

In the event:

(ii)	the Borrower receives any liquidated damages or proceeds in connection with breach of warranties; and

",Financial
"(iii)	the borrower receives any proceeds from sale or transfer of moveable or immovable properties which is in excess of Rs 50,000,000 (Rupees Five Crores) in any financial year;

or any other event as may be notified by the Lenders from time to time, the Borrower shall mandatorily prepay the Loan or the amount so received by the Borrower, as the case may be.",Financial
"7.3.	Mandatory Prepayment

In the event:

(i)	the ownership/management structure of the Borrower is altered materially as determined by the Lenders in their discretion;",Financial
"10.4.	Stamp taxes

The Borrower shall (a) pay and, (b) within 3 (three) Business Days of demand, indemnify each Finance Party against any cost, loss or liability that Finance Party incurs in relation to all stamp duty, registration and other similar Taxes payable in respect of any Finance Document.",Financial
"The Borrower shall, within 3 (three) Business Days of demand, indemnify each Finance Party against any cost, loss or liability incurred by that Finance Party as a result of:

(i)	the occurrence of any Event of Default;
(ii)	the information produced or approved by the Borrower being or being alleged to be misleading and/or deceptive in any respect;
(iv)	a failure by the Borrower to pay any amount due under a Finance Document on its due date or in the relevant currency, including without limitation, any cost, loss or liability arising as a result of Clause 27(Payment);",Financial
"The Borrower shall, within 3 (three) Business Days of demand, indemnify each Finance Party against any cost, loss or liability incurred by that Finance Party as a result of:
(iii)	any enquiry, investigation, subpoena (or similar order) or litigation with respect to the Borrower or with respect to the transactions contemplated or financed under this Agreement;",Legal
"The Borrower shall, within 3 (three) Business Days of demand, indemnify each Finance Party against any cost, loss or liability incurred by that Finance Party as a result of:
(vi)	the Loan (or part of a Loan) not being prepaid in accordance with a notice of prepayment given by the Borrower.

(vii)	all costs, charges and out of pocket expenses incurred by the Finance parties in connection with the preparation, execution and perfection of any of the Finance Documents and securities contemplated for the Facility.",Financial
"14.1.	Transaction expenses

The Borrower shall, within 3 (three) Business Days of demand, pay the Agent and the Security Trustee the amount of all costs and expenses (including legal fees) reasonably incurred by any of them in connection with the negotiation, preparation, printing, execution and syndication of:

(i)	this Agreement and any other documents referred to in this Agreement; and

(ii)	any other Finance Documents executed after the date of this Agreement.",Financial
"14.2.	Amendment costs

If the Borrower requests an amendment, waiver or consent, the Borrower shall, within 3 (three) Business Days of demand, reimburse the Agent and the Security Trustee for the amount of all costs and expenses (including legal fees) reasonably incurred by the Agent or the Security Trustee (as the case may be) in responding to, evaluating, negotiating or complying with that request or requirement.",Financial
"14.3.	Enforcement costs

The Borrower shall reimburse within 3 (three) Business Days and pay to the each Finance Party the amount of all costs, charges and expenses, including any fee charged by solicitors or advocates, company secretaries, stamp duty and legal costs on actual basis and other c arges & expenses which may be incurred by the Lenders for the enforcement or attempted enforcement
of the security to be created in terms of this Agreement.",Financial
"14.4.	Agent's and/or Security Trustee's Expenses

(i)	The Borrower shall promptly on demand pay the Security Trustee the amount of all costs and expenses (including legal fees) reasonably incurred by the Security Trustee in connection with the administration or release of any Transaction Security.",Security
"(iii)	If, on the Notice Day, the aggregate of the credit balances of the DSRA is less than the Minimum DSRA Balance, the Borrower must promptly deposit sufficient additional funds to the DSRA before the first day of that next quarter to ensure that the aggregate of the credit balances of the DSRA is an amount at least equal to the Minimum DSRA Balance.",Financial
"(i)	The Borrower shall procure forthwith till the payment of the Loan, interest and any other outstanding or dues under the Finance Documents, the aggregate of the credit balances of the DSRA is not less than the Minimum DSRA Balance.

(ii)	The Agent will notify the Borrower no later than one Business Day before the first day of each quarter (the ""Notice Day"") of the Minimum DSRA Balance.
""Minimum DSRA Balance"" means an amount equivalent to ensuing 3 (three) months repayment of Loans and interest obligations under the Facility Agreement;",Financial
"15.4.	Withdrawals

(i)	No withdrawal or transfer from the DSRA may be made if to do so would cause the DSRA to be overdrawn.

(ii)	On the date of each withdrawal made by the Borrower from the DSRA the Borrower will be deemed to represent and warrant that no Default has occurred which is continuing and no Default will occur as a result of the withdrawal.

(iii)	None of the restrictions contained in this Clause 15.4 on the withdrawal of sums standing to  the  credit of the DSRA shall affect the obligations of the Borrower to make any payment or repayment required to be made under the Finance Documents on the date the same is so required to be made.

(iv)	Except as otherwise provided in any Security Document, no sum may be transferred or withdrawn from the DSRA except as expressly permitted by this Clause 15.4.

(v)	No dividend shall be declared if the aggregate,of the credit balances of the DSRA is less than the Minimum DSRA Balance.",Financial
"16.1.	Status

(i)	It is a company, duly incorporated and validly existing under the laws of India.

(ii)	It and each of its Subsidiaries has the power to own its assets and carry on its business as it is being conducted.",Informative
"The entry into and performance by it of, and the transactions contemplated by, the Finance Documents do not and will not conflict with:

(i)	any law or regulation applicable to it;

(ii)	its constitutional documents; or

(iii)	any agreement or instrument binding upon it or any of its assets.",Legal
"16.4.	Power and authority

(a)	It does not suffer from any statutory or legal infirmities affecting the pursuit or running of its business/ undertaking.

(b)	It has the power to enter into, perform and deliver, and has taken all necessary action to authorise its entry into, performance and delivery of, the Finance Documents to which it is a party and the transactions contemplated by those Finance Documents.

(c)	No limit placed on it or the powers of its directors will be exceeded as a result of the borrowing, granting of Security or indemnities contemplated by the Finance Documents to which it is a party.",Legal
"16.5.	Validity and admissibility in evidence

All Authorisations and statutory approvals required or desirable:

(a)	to enable it lawfully to enter into, exercise its rights and comply with its obligations in the Finance Documents to which it is a party;

(b)	to make the Finance Documents to which it is a party admissible in evidence; and

 
(c)	for it to carry on their business, and which are material,

have been obtained or effected and are in full force and effect.

16.6.	Filings and Payments

(a)	All registrations, recordings, filings and notarisations of any Finance Documents and all payments of any tax or duty, including stamp duty, registration charges or similar amounts which are required to be effected or made and which are necessary to ensure the legality, validity, enforceability or admissibility in evidence of the Finance Documents, have been made and are in effect.

(b)	The Borrower has filed all tax returns and paid all Taxes and fees, including in relation to stamp duties and registration fees due and payable in relation to the Finance Documents.

",Legal
"16.7.	No default

(a)	No Event of Default is continuing or might reasonably be expected to result from the making of any Utilisation.

(b)	No other event or circumstance is outstanding which constitutes a default under any other agreement or instrument which is binding on it or its assets are subject which might have a Material Adverse Effect.

16.8.	No misleading information

(a)          All information supplied by any member of the Borrower is true, complete and accurate in all material respects as at the date it was given and is not misleading in any respect.",Legal
"16.9.	Financial statements

(a)	Its Original Financial Statements were prepared in accordance with GAAP consistently applied save to the extent expressly disclosed in such Original Financial Statements.

(b)	Its Original Financial Statements give a true and fair view and represent its financial condition and operations during the relevant fin;:mcial year save to the extent expressly disclosed in such Original Financial Statements.

(c)	There has been no material adverse change in its business or financial condition (or the business or consolidated financial condition of the Borrower since March 2011.",Financial
"16.10.	Pari passu ranking

Its payment obligations under the Finance Documents rank at least pari passu with the claims of all of its other unsecured facilities and unsecured indebtedness, except for obligations mandatorily preferred by law.",Security
"16.11.	No proceedings pending or threatened

No litigation, arbitration or administrative proceedings of or before any court of law, arbitral body or agency which, if adversely determined, might reasonably be expected to have a Material Adverse Effect have (to the best of its knowledge and belief) been started or threatened against it or any of its Subsidiaries.",Legal
"16.13.	Good Title to Assets

It has good, valid and marketable title to, or valid leases or licences of, and all appropriate Authorisations to use, the assets necessary to carry on its business as presently conducted",Legal
"16.14.	Legal and Beneficial Owner

The Borrower is the beneficial owner of the assets subject to the Transaction Security.
",Legal
"16.15.	Solvency

(a)	It is able to meet its obligations and pay its debts as they fall due, and has not admitted any inability to pay its debt as they fall due or has suspended making payments on any of its debts.

(b)	It has not by reason of actual or anticipated financial difficulties commenced, or intends to commence, negotiations with one or more of its creditors with a view to rescheduling any of its indebtedness.

(c)	The fair value of its assets is not less than its liabilities (taking into account contingent and prospective liabilities).

(d)	It has sufficient capital to carry on its business.

(e)	No moratorium has been, or may, in the reasonably foreseeable future be, declared in respect of any of its indebtedness.",Legal
"16.16.	Authorised Signatures

Any person specified as its authorised signatory under Schedule 2 (Conditions precedent) or Clause 17.4(d) (information: miscellaneous) is authorisedto sign Utilisation Requests (in the case of the Borrower only) and other notices on its behalf.",Informative
"16.17.	Insurance

(a)	All its assets to the extent it is insurable, over which a Security has been created or will be created in favour of the Security Trustee (for the benefit of the Lenders) have been insured and the insurance programme have been duly endorsed to the Agent and/ or the Security Trustee as loss payees.

(b)	All insurance as per the insurance programme of the Borrower have been put in place at the times and in the manner required herein and are as contemplated herein and are in full force and effect and it has complied with all its obligations under the insurance programme including payment of insurance premiums and no event or circumstances has occurred nor has there been any omission to disclose a fact which in any such case would entitle any Insurer to avoid or otherwise reduce its liability there under to less than the amount provided in the relevant policy and insurance coverage provided by such insurance programme.",Financial
"16.18.	RBl's Wilful Defaulter List

The names of its Directors are not included in the RBl's wilful defaulters list or such Directors have been removed from its Board and it shall ensure that no such director shall continue on its board at all times during the term of this Loan.",Legal
"17.1.	Financial statements

The Borrower shall supply to the Agent in sufficient copies for all the Lenders:

(a)	as soon as the same become available, but in any event within 180 (one hundred and eighty) days after the end of its financial years, its audited financial statements for that financial year.",Financial
"(b)	as soon as the same become available, but in any event within 60 (sixty) days of close of each quarter its unaudited quarterly results for that quarter.",Financial
"17.2.	Compliance Certificate

(a)	The Borrower shall supply to the Agent, with each set of financial statements delivered pursuant to paragraph (a) of ""clause 17.1 (Financial statements), a Compliance Certificate setting out (in reasonable detail) computations as to compliance with Clause
18 (Financial covenants) as at the date as at which those financial statements were
drawn up.

(b)	Each Compliance Certificate delivered pursuant to paragraph (a) of Clause 17.1 (Financial statements) shall be reported on by the Borrower's auditors in the form agreed by the Borrower and all the Lenders before the date of this Agreement.",Financial
"(ii)	within 5 (five) working days of receipt of any information regarding any litigation proceedings initiated against it or the securities provided in terms of this Agreement which shall have Material Adverse Effect on the business or operations of the Borrower together with copies of all notices, communication and other correspondents if any exchanged in this regard;",Legal
"(iii)	within 5 (five) working days of receipt of any information regarding any proposed change in the nature or scope of the business or operations of the Borrower; any notice received by the Borrower purporting to cancel or alter the terms of any insurance contract (including notification of any premium increased therefor);",Informative
"(iii)	within 5 (five) working days of receipt of any information regarding any proposed change in the nature or scope of the business or operations of the Borrower; any notice received by the Borrower purporting to cancel or alter the terms of any insurance contract (including notification of any premium increased therefor);",Informative
"(v)	promptly, notice of any change in authorised signatories of the Borrower signed by a director or company secretary accompanied by such as director's or company secretary’s
 
specimen signatures of any new authorised signatories.",Informative
"(vi)	that it will inform the Agent within 5 (five) days from the date of receipt of any complaint, order, directive, claim any of which will have Material Adverse Effect or material written communication from any persons concerning the failure of the Borrower to undertake or conduct its operations in compliance with the Applicable Laws and regulations;",Legal
"(vii)	any details required by the Agent within 5 (five) working days of the occurrence of any social, labour, health and safety, security or environmental incidents, accidents or any other circumstances which could reasonably be expected to have any material adverse effect on the Borrower's business;",Environmental
"17.5.	Notification of default

(a)	The Borrower shall notify the Agent of any Default (and the steps, if any, being taken to remedy it) promptly upon becoming aware of its occurrence.

(b)	Promptly upon a request by the Agent, the Borrower shall supply to the Agent a certificate signed by two of its directors or senior officers on its behalf certifying that no Default is continuing (or if a Default is continuing, specifying the Default and the steps, if any, being taken to remedy it).",Financial
"17.6.	Know your customer (""KYC"") checks

(a)	The Borrower shall promptly upon the request of the Agent supply, or procure the supply of, such documentation and other evidence as is reasonably requested by the Agent (for itself or on behalf of any Lender (including for any Lender on behalf of any prospective new Lender)) in order for the Agent, such Lender or any prospec:ive new Lender to conduct any KYC or other similar procedures under Applicable Laws and regulations.",Informative
"18.2.	The Borrower shall at all times during the currency of the Facility maintain Total Debt to Total Shareholder's Funds ratio at less than or equal to 1.5:1.",Financial
"18.3.	The Borrower shall at all times during the currency of the Facility maintain Total Debt to EBIDTA ratio of less than or equal to 3.5:1.

For the purpose of this Agreement:

(i)	EBIDTA= Total operating income -Total operatin xpenses;
 
(ii)	Total Debt= Working capital loan + Short term debt+ Long term debt;

(iii)	Total Shareholder's Funds = Share capital + Total reserves + Long term loan from the Promoters - intangible assets/ miscellaneous expenditure - revaluation reserves - deferred tax asset (net).",Financial
"19.2.	Compliance with laws

The Borrower shall comply in all respects with all laws to which it may be subject, if failure so to comply would materially impair its ability to perform its obligations under the Finance Documents.",Legal
"19.3.	Pari passu ranking

The Borrower shall ensure that its payment obligations under the Finance Documents rank and continue to rank at least pari passu with the claims of all of its other unsecured facilities and unsecured indebtnedness, except for obligations mandatorily preferred by law applying to companies generally.",Legal
"19.4.	Negative pledge

(a)	The Borrower shall not create or permit to subsist any Security over any of its assets unless otherwise permitted under the Finance Documents.",Security
"19.5.	Disposals

(a)	Without prior written approval of the Lenders, the Borrower shall not enter into a single transaction or a series of transactions (whether related or not) and whether voluntary or involuntary to sell, lease, transfer, acquire or otherwise dispose of any asset beyond a sum of Rs 10,00,000.

(b)	The Borrower shall not enter into any amalgamation, demerger, merger or corporate reconstruction.",Financial
"19.5.	Disposals

(a)	Without prior written approval of the Lenders, the Borrower shall not enter into a single transaction or a series of transactions (whether related or not) and whether voluntary or involuntary to sell, lease, transfer, acquire or otherwise dispose of any asset beyond a sum of Rs 10,00,000.

(b)	The Borrower shall not enter into any amalgamation, demerger, merger or corporate reconstruction.",Financial
"19.6.	Security

(a)	The Borrower shall ensure that any Transaction Security expressed to be created by it or (as the case may be) expressed to have been created by it and to be evidenced in, any Security Document remains in full force and effect with the ranking and priority it is expressed to have.

(b)	The Borrower shall not do or omit to do anything or knowingly permit or cause anything
to be done or omitted to be done which would or could adversely affect any Transaction Security.",Security
"(a)	Borrower shall at all times during the currency of the Facility, at its own cost, keep its properties constituting the Transaction Security at least 110% insured against such risks and for such amounts and for such period and forms as is taken by other companies in similar business (""Insurance""), with the insurance policies endorsed in favor of the Security Trustee as a loss payee, with such insurance company or companies of repute.",Financial
"(b)	The Borrower agrees that in addition to Insurance it shall arrange for insurance cover in respect of standing charges and loss or profit in business.

(c)	The Borrower shall, promptly upon receipt, provide certified copies to the Agent of all Insurances taken out pursuant to this Agreement.

(d)	The Borrower shall ensure that each of the Insurances required to be obtained pursuant to this Agreement is on terms and conditions which are reasonably satisfactory to the Agent.

(e)	The Borrower shall ensure that the Agent shall be given reasonable opportunity to review and approve, at the Borrower's cost and expense, the renewal of or changes to any Insurances (if applicable).

(f)	The Borrower shall, punctually pay all premiums, and all cost and expenses and other sums due in respect of the Insurances and, upon the request of the Agent from time to time, provide evidence of the payment of such premiums to the Agent.

(g)	The Borrower shall promptly notify the relevant Insurer of any claims under the Insurances and diligently pursue any claims under the Insurances, and promptly notify the Agent of the same.

(h)	The Borrower shall comply with all terms and warranties under the Insurances.

(i)	The Borrower shall not do or omit to do, or permit to be done or not done, anything which might prejudice rights of the Borrower or the Security Trustee as an insured, a loss payee or an additional insured to claim or recover under any of the Insurances.

(j)	The Borrower shall not vary, rescind, terminate, cancel or cause any of the Insurances to be varied, rescinded, terminated or cancelled.

(k)	The Borrower shall not create or attempt to create or permit to arise or exist any Security over the Insurances except as permitted under the Finance Documents.",Financial
"19.9.	Credit Rating

The Borrower shall get this Facility rated by Credit Rating Agency at its own cost within a period of 180 (one hundred and eighty) days from the first Utilisation date, where it shall obtain a minimum credit rating of investment grade not less than ""BBB"" category and thereafter at annual intervals and submit a copy of such rating to the Agent.",Financial
"19.9.	Credit Rating

The Borrower shall get this Facility rated by Credit Rating Agency at its own cost within a period of 180 (one hundred and eighty) days from the first Utilisation date, where it shall obtain a minimum credit rating of investment grade not less than ""BBB"" category and thereafter at annual intervals and submit a copy of such rating to the Agent.",Financial
"19.10.	Nominee Directors

The Borrower shall within 90 (ninety) days from the date of this Agreement take all corporate and other actions to effectuate the right of the Lenders to appoint 2 (two) nominee directors on the Board (including, without limitation, amending the Borrower's Articles of Association) on the following terms and conditions:

(i)	the nominee director(s) shall be appointed in the Event of Default.

(ii)	the nominee director(s) shall be entitled to share with the Lenders from time to time any non-public information received by them in their capacity as a nominee directors in order to permit open communication with and among the nominee directors and the Lenders. The nominee director(s) shall also be entitled to provide to the Lenders, reports of any proceedings/meetings of the Board or committees thereof.

(iii)	the nominee director(s) shall neither be required to hold qualifying shares nor be liable to retire by rotation.

(iv)	the nominee director(s) shall be entitled to all the rights, privileges and indemnities of other directors of the Borrower, including the sitting fees and expenses as are payable by the Borrower to the other directors, but if any other fees, commission, moneys or remuneration in any form is payable by the Borrower to the nominee directors in their capacity as directors, such other fees, commission, moneys and remuneration in relation to such nominee director(s) shall accrue to the Lenders and the same shall accordingly be paid by the Borrower directly to the Lenders.

(v)	the nominee director(s) shall be appointed as member of all the committees of the Board, if so required by the Lenders.

(vi)	all expenditure incurred by the nominee director(s) or the Lenders in connection with such appointment or directorship or arising through performance of duties as nominee director(s) shall be borne by the Borrower.

(vii)	the nominee director(s) shall be entitled to receive all notices, agendas and other information provided to the directors and to .attend all meetings of the Borrower, meetings of the Board and meetings of any committees of the Board of which the nominee director(s) are members. If at any time any nominee director is not able to attend a meeting of the Board or any committee of which such nominee director is a member, the Agent may designate an observer to attend such meeting. All expenses incurred by the Agent in this regard shall be borne by the Borrower.",Legal
"19.12.	Management

Unless otherwise approved by the Lenders in writing, the Borrower shall not make any changes to the composition of its management or policies governing the management of the business of the Borrower.",Informative
"19.15.	Repayment to the Promoters

The Borrower shall not pay any debt to the Promoters •during the continuance of the Facility. Any debt provided by the Promoters to the Borrower shall be subservient to the Facility under this Agreement. Prior approval of the Lenders shall be obtained before making any payment to the Promoters.",Financial
"19.16.	Dividend

The Borrower shall not declare or pay any dividend for the financial years 2009-10, 2010-11 and 2011-12 without prior written approval of the Agent/Lenders under the Facility.",Financial
(iii) month-wise sale and traffic/container volume data on quarterly basis within 30 days of end of each quarter,Financial
"19.19.	Wilful Defaulter

The Borrower shall not induct any person as its director or otherwise into its senior management if such person is a director on the board of any company which has been identified as a wilful defaulter. In case a person already being on the Board or senior management of the Borrower is found to be director of a Company identified as wilful defaulter, the Borrower shall take immediate, effective and expeditious steps for removal of such person from its Board and/or senior management as the case may be.",Legal
"(a)	A copy of the constitutional documents of the Borrower.",Informative
"(b)	A copy of a resolution of the board of directors of the Borrower:

(i)	approving the terms of, and the transactions contemplated by the Finance Documents to which it is a party and resolving that it execute the Finance Documents to which it is a party;

(ii)	authorising a specified person or persons to execute the Finance Documents to which it is a party on its behalf;

(iii)	authorising a specified person or persons, on its behalf, to sign and/or despatch all documents and notices (including, if relevant, any Utilisation Request) to be signed and/or despatched by it under or in connection with the Finance Documents to which it is a party.",Legal
"(c)	A specimen of the signature of each person authorised by the resolution referred to in paragraph (b) above along with attestation duly verified by an existing banker of the Borrower.",Informative
"(d)	A specimen of the signature of each of the Guarantors along with attestation duly verified by their existing banker",Informative
"(e)	A copy of a resolution passed at a general meeting of the shareholders of the Borrower under, and in accordance with, Section 293(1) (a ) & (d) of the Companies Act, 1956, approving the limit up to which the Borrower may avail borrowings and creation of security pursuant to such borrowing.",Legal
"(f)	A certificate from the Borrower (signed by the auditor/chartered accountant) confirming that borrowing or securing, as appropriate, the Total Commitments would not cause any borrowing, security or similar limit.binding on it to be exceeded.",Financial
"(g)	A certificate of an authorised signatory of the relevant Borrower certifying that each copy document relating to it specified in this Schedule 2 is correct, complete and in full force and effect as at a date no earlier than the date of this Agreement.",Financial
"2.	Finance Documents

(a)	A duly executed copy of this Agreement

(b)	A duly executed copy of Borrower Hypothecation

(c)	Completion of the Borrower Mortgage to the satisfaction of the Agent
(d)	A duly executed copy of Share Pledge Agreement

(e)	A duly executed copy of Non-Disposal Undertaking and Power of Attorney

(f)	A duly executed copy of Promoters Guarantee",Legal
"(a)	All notices required to be sent under the Security Documents duly acknowledged by the addressee.",Security
"
(b)	Evidence that all formalities, filings, registrations, etc. (including the Filing of Forms 8 (in the prescribed form) with the Indian Registrar of Companies) that are required to be complied with in relation to the Security Documents and all stamp, registration duties
and charges that are required to be paid in connection therewith have been complied with or paid to the satisfaction of the Agent.",Security
"(c)	A certificate of the Director of the Borrower confirming that the properties over which Security is created by way of Borrower Hypothecation and Borrower Mortgage are the absolute property of the Borrower and are free from any Security save for any Security permitted to be created by the Finance Documents or created for the benefit of the Finance Parties on execution of the Borrower Hypothecation and Borrower Mortgage.",Security
"(d)	A certificate of the chartered accountant or auditors (as may be acceptable to the Agent) of the Borrower confirming that there are no income tax proceedings pending against the Borrower.",Security
"(e)	A title verification report and valuation report (in. form and substance satisfactory to the Agent) of the Borrower's immovable properties from a valuer acceptable to the agent.",Technical
"(e)	Demand Promissory Note for an amount equivalent to the Facility
(i)	An undated cheque duly signed by the Borrower for an amount equivalent to the Facility.",Legal
"(f)	Letter of continuity in the form and manner specified by the Lender

(g)	Letter of set-off in the form and manner specified by the Lender

(h)	A copy of the Facility Letter duly accepted by the Borrower.
",Legal
"1.	By no later than the date falling 30 days after each Utilisation Date, a chartered accountant's certificate (in form and substance satisfactory to the Agent) confirming the end use of the Utilisations.",Financial
"2.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period 90 {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), the Agent to be provided with a certified true copy of the letter from the Assessing Officer under the provisions of Section 281 of the Income Tax Act, 1961 of India granting permission for the creation of the Security proposed to be created or evidenced by the Borrower Hypothecation and Borrower Mortgage.",Legal
"3.	By no later than the date falling 90 days after and including the Signing Date (which date may be further extended by a period 90 {ninety} days with the prior written approval of the Lenders, which approval shall not be unreasonably withheld), amended Borrower Mortgage creating (i) a first ranking charge by way of mortgage in trust and for the benefit of the Lenders over the Additional Immovable Property of the Borrower together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth, from time to time, in order to maintain asset coverage of 2.0x at all times, corresponding to the Secured Obligations as also over any such property created out of the proceeds of the Facility and (ii) a subservient charge by way of mortgage in trust and for the benefit of the Lenders over the immovable properties more particularly specified in Schedule .7 attached hereto, together with buildings and structures thereon and all plant and machineries attached to the earth or permanently fastened to anything attached to the earth, for the benefit of the Finance Parties.",Security
