Document Name,Clause No.,Clause from Loan Agreement,Notes (not a tag),Tag 1: Applicability,Tag 2: Area,Tag 3: Covenant Type,Tag 4: Covenant Title Tag,Tag 5: Covenant Description/ Sub tags,Tag 6: User Defined(256 characters only),Backup Document,Compliance Frequency,Start Date,Submission Period,End Date,Threshold,Priority,Event
SLR,14.8,"(n)	Within 45 (forty five) days after the close of each Financial Year, a certificate of a duly authorised officer of the Borrower (i) confirming that all insurance policies in respect of the Project required to be then in effect are in full force and effect of the date thereof, (ii) confirming the names of the insurers issuing such policies, (iii) confirming the amounts and expiration date or dates of such policies, and (iv) including evidence of payment of the relevant premiums satisfactory to the Rupee Term Loan Lenders",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,Other Document,,Certificate from Authorized Officer,Annually,Financial Year End,45 days,,,High,
SLR,14.9,"Taxes on Borrower

The Borrower shall pay and discharge and as of date, has paid and discharged all taxes, duties, cesses and other statutory dues including employee provident fund dues imposed on or payable by it or on its income or profits or on any of its property and all taxes that it has agreed to pay pursuant to any Transaction Document and all lawful claims relating thereto prior to the date on which penalties attach thereto, and shall file all returns relating thereto and has established reserves that are adequate for the payment of those taxes and statutory dues. The Secured Parties shall not be responsible for the compliance of direct and indirect tax obligations by the Borrower.",,Full Lifecycle,Informative,Financial -Affirmative,Management Confirmation,Compliances with all Applicable Taxes and Duties,,Management Confirmations: Emails,Annually,,,,,High,
SLR,14.1,"Project Operation and Maintenance

(a)	The Borrower shall maintain, preserve and operate the Project and all of its other properties necessary in the proper conduct of its business in good working order and condition, ordinary wear and tear excepted, and in accordance with prudent operating practices and its business plan and replace or rebuild the Project equipment or any of its material property, or any part thereof now or hereafter damaged or destroyed by any event (whether or not insured against or insurable), occurrence of which shall be informed to the Rupee Term Loan Lenders and the Facility Agent.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Representation And Undertakings,Other Representation and Undertakings,,Official documents,Event Based,,,,,High,
SLR,14.1,"Project Operation and Maintenance

(b)	The Borrower shall arrange for meeting the requirements of the Project with respect to construction materials, water and construction power, to the satisfaction of the Secured Parties, and shall obtain and comply with the relevant Approvals for arrangements",,Full Lifecycle,Informative,Non Financial - Affirmative,Approvals,"Water Approval, Approvals",,Approvals,Annually,,,,,Medium,
SLR,14.1,"Project Operation and Maintenance

(d)	The Borrower shall take or cause to be taken all action required to maintain and preserve the Security under the Security Documents and the first ranking priority thereof. The Borrower shall from time to time execute or cause to be executed any and all further instruments and register and record such instruments in all public and other offices, as applicable, in order to create and maintain valid, perfected and enforceable Security of first priority and ranking over the Secured Property pursuant to the Security Documents. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,"Security Creation, Security Perfection",,Official Documents,Event Based,,,,,Medium,
SLR,14.1,"Project Operation and Maintenance

(e)	The Borrower shall take, or cause to be taken, all action necessary to cause the Project Documents and the renewal or replacement agreements to be or become part of the Security under the Security Documents (whether by amendment to the Security Documents or otherwise). The Borrower shall use its reasonable endeavours to cause each person (other than itself) party to each Project Document entered into by the Borrower to execute and deliver to the Secured Parties a consent to such Security in writing, which consent shall be in form acceptable to the Secured Parties.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,"Security Creation, Security Perfection",,Official Documents,Annually,,,,,Medium,
SLR,14.1,"Project Operation and Maintenance

(f)	Notwithstanding anything contained hereinabove, the Borrower shall ensure that the Borrower’s payment obligations under any unsecured facilities shall at all times rank at least pari passu with all other present and future unsecured indebtedness.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,"Security Creation, Security Perfection",,Management Confirmation(s),Annually,,,,,Medium,
SLR,14.1,"Project Operation and Maintenance

(g)	The Borrower hereby agrees to keep the Rupee Term Loan Lenders informed about any events likely to have a substantial effect on the operations of the Project along with remedial steps proposed to be taken by the Borrower.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Representation And Undertakings,Other Representation and Undertakings,,Official documents,Event Based,,,,,Medium,
SLR,14.11,"Performance of Project Documents

(a)	The Borrower shall perform and observe all the covenants and agreements contained in any of the Project Documents to which it is a party; take all reasonable and necessary action to prevent the termination of any Project Document in accordance with the terms thereof; and enforce each material covenant or material obligation of each such Project Document in accordance with its terms.",,Full Lifecycle,Informative,Non Financial - Affirmative,Sector ,Other Project Agreement,,Project Agreements,Event Based,,,,,Medium,
SLR,14.11,"Performance of Project Documents

(b)	Following the occurrence and during the continuance of an Event of Default, the Borrower shall request the Sponsors and the other parties to each Project Document to make any payments due and payable by such persons under such Project Documents to the Secured Parties.",,Full Lifecycle,Informative,Non Financial - Affirmative,Default,Event of Default,,Management Confirmation(s),Event Based,,,,,Medium,
SLR,14.11,"Performance of Project Documents

(c)	In the event that the Borrower is entitled under the terms of any Transaction Document to terminate such Transaction Document as a consequence of any default under such Transaction Document by the other Party thereto, the Borrower shall, if so requested by the Rupee Term Loan Lenders, exercise its rights to terminate such Transaction Document within 30 (thirty) Business Days after such request. In the event that the Rupee Term Loan Lenders instructs the Borrower to make a demand or exercise its rights to terminate any other Transaction Document, the Borrower shall: (i) comply with the terms and provisions of each such document with respect to such demand, including providing all supporting documentation in the form and manner required by each such document; and (ii) provide, concurrently with the making of any such demand, notice to the Rupee Term Loan Lenders of any such proposed demand for payment, along with copies of the supporting documentation required to be submitted in connection with such demand under each such document. Provided that in respect of the rights under the Transaction Documents which may be notified by the Rupee Term Loan Lenders, the Borrower shall not exercise such rights except on such terms and conditions as the Rupee Term Loan Lenders may determine. The Borrower also undertakes to keep the Rupee Term Loan Lenders informed in writing prior to an exercise of any right to terminate any Transaction Document.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Representation And Undertakings,Other Representation and Undertakings,,Official documents,Event Based,,,,,Medium,
SLR,14.11,"Performance of Project Documents

(d)	Upon request of the Rupee Term Loan Lenders, the Borrower shall replace or consent to the replacement of any Person (other than the Borrower) as a party to any Project Document in accordance with the terms of such Project Document if such Person has failed to perform its obligations under such Project Document.",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Representation And Undertakings,Other Representation and Undertakings,,Official documents,Event Based,,,,,Medium,
SLR,14.11,"Performance of Project Documents

(e)	The Borrower agrees and undertakes to deposit with and assign in favour of the Security Trustee acting for the benefit of the Secured Parties any advance payment / performance guarantee provided by the Contractors or sub-contractors in terms of the Contracts. ",,Full Lifecycle,Informative,Non Financial - Affirmative,Management Confirmation,"Transaction Documents, Compliance with Documents",,Management Confirmation(s),Event Based,,,,,Medium,
SLR,14.12,"Property Rights

The Borrower shall take all actions necessary to maintain the Borrower’s good and marketable title / interest to the Secured Property and to the Project Documents free and clear of any charge, lien, encumbrance or third party interest other than the interest created in favour of the Security Trustee acting for the benefit of the Secured Parties under the Security Documents. ",,Full Lifecycle,Security,Non Financial - Affirmative,Management Confirmation,Clear Title Confirmation,,Management Confirmation(s),One Time,Document Execution Date,,,,Medium,
SLR,14.13,"Further Assurances, Additional Documents, Filings and Recordings
	
(a)	The Borrower shall deliver to the Rupee Term Loan Lenders and the Facility Agent, and in no event later than 10 (ten) Business Days after the execution or receipt thereof by the Borrower, copies of all additional Project Documents and authorisations entered into or obtained by the Borrower, or any amendments to any Project Document or authorisations received by the Borrower and obtain and deliver to the Rupee Term Loan Lenders and the Facility Agent from time to time, information regarding changes in law affecting the Borrower, its business and operations or the Project. ",,Full Lifecycle,Informative,Financial -Affirmative,Sector ,Other Project Agreement,,Project Agreements,Event Based,after execution of a Project Agreement,10 days,,,Medium,
SLR,14.13,"Further Assurances, Additional Documents, Filings and Recordings

(b)	The Borrower shall execute and deliver, from time to time as reasonably requested by the Rupee Term Loan Lenders and the Facility Agent at the Borrower’s expense, such other documents as shall be necessary or that the Rupee Term Loan Lenders and/or the Facility Agent may reasonably request in connection with the rights and remedies of the Rupee Term Loan Lenders and the other Secured Parties granted or provided for by the Finance Documents, and to consummate the transactions contemplated therein. In furtherance of the foregoing, the Borrower shall ensure that, to the extent the Rupee Term Loan Lenders and/or the Facility Agent may reasonably request, each Finance Document executed and delivered other than in India is brought into India, in such number of counterparts as the Rupee Term Loan Lenders and/or the Facility Agent may reasonably request, and any stamp duty with respect thereto is paid and requisite stamps are affixed, within 1 (one) month after the date on which each such document is brought into India.",,Operations,Legal,Non Financial - Affirmative,Management Confirmation,Transaction Documents,,Official Documents,Event Based,Signing of Agreement,30,,,Medium,
SLR,14.13,"Further Assurances, Additional Documents, Filings and Recordings

(c)	The Borrower will do everything necessary in the reasonable judgment of the Secured Parties to (i) create and perfect the Security with respect to future assets (including, without limitation, any further registration of any of the Finance Documents in accordance with the requirements of Indian law), (ii) maintain the Security created by the Security Documents in full force and effect at all times (including the priority thereof), and (iii) preserve and protect the Security and protect and enforce its rights and title, and the rights and title of the Rupee Term Loan Lender to the Security created by the Security Documents. Furthermore the Borrower shall cause to be delivered to the Secured Parties such opinions of counsel and other related documents as may be reasonably requested by the Secured Parties.",,Operations,Security,Non Financial - Affirmative,Management Confirmation,Security Perfection,,Official Documents,Event Based,,,,,High,
SLR,14.13,"Further Assurances, Additional Documents, Filings and Recordings

(d)	The Borrower shall not open any other accounts other than the Accounts, unless otherwise consented by the Rupee Term Loan Lenders in writing prior to opening of any account.",,Full Lifecycle,Financial,Financial -Affirmative,Management Confirmation,Opening TRA,,Official Documents,Event Based,,,,,High,
SLR,14.13,"Further Assurances, Additional Documents, Filings and Recordings

(f)	The Borrower shall reimburse the Secured Parties, from time to time on demand by the Secured Parties, the cost and legal expenses incurred by the solicitors/ auditors/ legal counsel/ company secretaries/ consultants appointed by the Secured Parties in connection with documentation relating to the Project, the creation and registration of Security, certification of charge thereof with the Registrar of Companies, compilation of search/status reports or other similar matters ",,Full Lifecycle,Financial,Financial -Affirmative,Commercial,Others,,Official Documents,Event Based,,,,,Medium,
SLR,14.13,"Further Assurances, Additional Documents, Filings and Recordings

(g)	The Borrower shall resolve/address all issues raised by the Lenders’ Independent Engineer, Lenders’ Legal Counsel, independent /concurrent auditors and other consultants in their respective reports and incorporate necessary changes in the Project Documents to the satisfaction of the Secured Parties or otherwise resolve any issues raised by them.",,Full Lifecycle,Financial,Financial -Affirmative,Reports,"LIE Report, Legal Counsel Report, Auditor Report",,"LIE Report, Auditor Report, Legal Counsel Report",Event Based,,,,,Medium,
SLR,14.13,"Further Assurances, Additional Documents, Filings and Recordings

(h)	The Borrower agrees that all costs towards payment of fees to LIE, LIA and LLC and Security Trustee and their out-of-pocket expenditure shall be borne by the Borrower.",,Full Lifecycle,Financial,Financial -Affirmative,Commercial,Others,,Official Documents,Event Based,,,,,Medium,
SLR,14.14,"Management Systems, Safety Audit & Environment Audit

(a)	The Borrower shall establish arrangements for its accounting and management information and cost control systems in accordance with good industry practice and shall keep the Rupee Term Loan Lenders informed of such arrangements.",,Full Lifecycle,Financial,Financial -Affirmative,Management Confirmation,Book Keeping,,Management Confirmations: Emails,Annually,Document Execution Date,,,,Medium,
SLR,14.14,"Management Systems, Safety Audit & Environment Audit

(b)	The Borrower shall ensure that the Project and the business of the Borrower at all times is carried out in accordance with applicable Environmental Laws",,Full Lifecycle,Environmental,Non Financial - Affirmative,Management Confirmation,Environmental Compliance,,Management Confirmations: Emails,Annually,Document Execution Date,,,,Medium,
SLR,14.14,"Management Systems, Safety Audit & Environment Audit

(c)	The Borrower shall establish safety protections/environmental protections and procedures relating to the Project and shall review such safety/environment protections and procedures upon request of the Rupee Term Loan Lenders and shall arrange for carrying out safety /environment audit through a competent firm to be finalized in consultation with the Rupee Term Loan Lenders and shall comply with the recommendations set out in their report, if requested by the Rupee Term Loan Lenders",,Full Lifecycle,Environmental,Non Financial - Affirmative,Management Confirmation,Environmental Compliance,,Management Confirmations: Emails,Event Based,,,,,Medium,
SLR,14.14,"Management Systems, Safety Audit & Environment Audit

(d)	The Borrower shall at all times comply with the environmental and social covenants set out in Schedule 15 hereto.",,Full Lifecycle,Environmental,Non Financial - Affirmative,Management Confirmation,Environmental Compliance,,Management Confirmations: Emails,Annually,Document Execution Date,,,,Medium,
SLR,14.15,"Account(s) under the Trust and Retention Account Agreement

(a)	The Borrower shall have submitted evidence to the Facility Agent and the Rupee Term Loan Lenders of having appointed the Account Bank and established each of the Accounts contemplated in the Trust and Retention Account Agreement.",,Post-Disbursement (CS),Informative,Financial -Affirmative,Management Representation And Undertakings,"Operating TRA, Other Representation and Undertakings",,Management Confirmations: Emails,One Time,Disbursement Date,,,,Medium,
SLR,14.15,"Account(s) under the Trust and Retention Account Agreement

(b)	The Borrower shall close all the accounts of whatsoever nature opened by the Borrower with any bank other than the Account Bank including but not limited to the accounts wherein the Project cash flows or Receivables are deposited, or where part of the Drawdown from some of the Rupee Term Loan Lenders prior to establishment of the Accounts or execution of Finance Documents is deposited, and all such amounts shall be deposited in the Accounts simultaneously upon execution of this Agreement and the Borrower shall also ensure that all Project cash flows and the Receivables received by the Borrower are deposited in the Accounts immediately upon receipt of the same. ",,Post-Disbursement (CS),Informative,Financial -Affirmative,Management Representation And Undertakings,"Operating TRA, Other Representation and Undertakings",,Management Confirmations: Emails,One Time,Disbursement Date,,,,Medium,
SLR,14.15,"Account(s) under the Trust and Retention Account Agreement

(c)	The Borrower shall not escrow its future cash flows or create any lien or charge of whatsoever nature over the same or also on any of the properties of the Borrower without the prior approval of the Rupee Term Loan Lenders.",,Post-Disbursement (CS),Financial,Financial -Affirmative,Management Representation And Undertakings,"Operating TRA, Other Representation and Undertakings",,Management Confirmations: Emails,Quarterly,Disbursement date,,,,High,
SLR,14.15,"Account(s) under the Trust and Retention Account Agreement

(d)	The benefit of the Accounts created under the Trust and Retention Account Agreement including the Project cash flows and Receivables deposited therein, has been extended for the benefit of each of the Secured Parties. The Borrower shall have agreed to deposit all the Project cash flows and Receivables of the Borrower in the Accounts, which would specify the priority, timing, utilization and the sequence of the Project cash flows and agreed to maintain adequate reserves for meeting essential payments as may be specified, in all the Accounts, as per the terms of the Trust and Retention Account Agreement. ",,Post-Disbursement (CS),Financial,Financial -Affirmative,Management Representation And Undertakings,"Operating TRA, Other Representation and Undertakings",,Management Confirmations: Emails,Quarterly,Disbursement date,,,,High,
SLR,14.16,"Notice of Winding up or other Legal Process

The Borrower shall promptly inform the Rupee Term Loan Lenders in writing if it has notice of any application for winding up having been made by it or against it or any statutory notice of winding up under the provisions of the Companies Act, 2013, or any other notice under any other legislation, or of any suit or other legal process intended to be filed or initiated against the Borrower, or if a receiver, administrator, trustee or similar officer is appointed of any of the Secured Property or its business and/or undertaking. ",,Operations,Informative,Non Financial - Affirmative,Solvency,"Corporate Restructuring, Other Representation and Undertakings, Winding Up",,,Event Based,,,,,High,
SLR,14.17,"Adverse Changes in Profits and Operation and Maintenance 

The Borrower shall inform the Rupee Term Loan Lenders in writing (together with the remedial or mitigation steps the Borrower would propose to mitigate the adverse effect thereof) of the circumstances and conditions which are likely to disable or disables the Borrower from implementing the Project, or which are likely to delay its completion, or which may compel or compels the Borrower to abandon the Project or which has or is likely to have a Material Adverse Effect.",,Operations,Technical,Non Financial-Representation,Management Confirmation,MAE Confirmation,,Management Confirmation(s),Event Based,,,,,Low,
SLR,14.18,"Loss or Damage by Uncovered Risks

The Borrower shall promptly inform the Rupee Term Loan Lenders in writing of any loss or damage which the Borrower may suffer due to any event/circumstance beyond its control.",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,MAE Confirmation,,Management Confirmation(s),Event Based,,,,,Low,
SLR,14.19,"Management
	
(a)	The Borrower shall appoint suitable technical, financial and executive staff of proper qualifications and experience for the key posts, and ensure that the Borrower’s set up is adequate enough for smooth implementation and operation of the Project.",,Operations,Technical,Non Financial - Affirmative,KMP Appointment,Other Employee Appointments,,Appointment Letters,Event Based,,,,,Low,
SLR,14.19,"Management

(b)	The Rupee Term Loan Lenders shall have the right to collectively appoint, whenever they consider necessary, any person, firm, company or association of persons engaged in technical, management or any other consultancy business to inspect and examine the working of the Borrower and the Project and to report to the Rupee Term Loan Lenders. The Rupee Term Loan Lenders shall have the right to collectively appoint, whenever they consider necessary, any chartered accountants /cost accountants as independent auditors, in consultation with the Borrower only as to selection, for carrying out any specific assignment(s) or to examine the financial or cost accounting system and procedures adopted by the Borrower for its working or for conducting concurrent audit or special audit of the Borrower. The costs, charges and expenses including professional fees and travel and other expenses of such consultants or auditors shall be payable by the Borrower. ",,Operations,Technical,Non Financial - Affirmative,KMP Appointment,Other Employee Appointments,,Appointment Letters,Annually,,,,,Low,
SLR,14.20.1,"Annual Audited Financial Statements

As soon as available and in any event within 180 (One Eighty days (or such shorter period as is required by Applicable Law) after the end of each Financial Year of the Borrower, the Borrower shall furnish to the Rupee Term Loan Lenders, the audited statements of income, retained earnings, cash flow of the Borrower for such year, and the related audited balance sheet as at the end of such year, with accompanying notes and setting forth in each case in comparative form the corresponding figures for the preceding Financial Year, and accompanied by (i) an opinion thereon of its Auditor who shall be a reputed firm of accountants and auditors reasonably acceptable to the Rupee Term Loan Lenders, which opinion shall state that such financial statements fairly present the financial condition and results of operations of the Borrower at the end of, and for, such Financial Year in accordance with Indian GAAP and (ii) if specifically requested by the Rupee Term Loan Lenders, a certificate of such Auditors stating that, in making the examination necessary for their opinion, they obtained no knowledge, except as specifically stated, of any failure by the Borrower to meet the Financial Covenants. Promptly after the Borrower’s receipt thereof a copy of any “management letter” or other similar communication received by the Borrower from the Auditors indicating that the Borrower’s financial, accounting and other systems are not being, or have not been, properly implemented or supervised or any other information in this regard, a copy of the same shall be delivered to the Rupee Term Loan Lenders.",,Operations,Financial,Financial -Affirmative,Financial Statements,Annual Results - Audited,,Annul Results - Audited,Annually,Financial Year End,180,,,High,
SLR,14.20.2,"Unaudited Quarterly Statements

(a)	As soon as available and (i) in any event within 60 (sixty) Business Days after the end of each Fiscal Quarter, the Borrower shall furnish to the Rupee Term Loan Lenders unaudited financial statements of income, retained earnings and cash flow of the Borrower for the quarter then ended and the related balance sheet as at the end of such period, together with accompanying notes, and setting forth in each case in comparative form the corresponding figures for the corresponding period in the preceding Financial Year; and (ii) within 7 (Seven) Business Days of each Fiscal Quarter submit technical reports, operation reports, compliance certificates in a form and manner acceptable to the Rupee Term Loan Lenders. ",,Operations,Financial,Financial -Affirmative,Financial Statements,Quarterly Results,,Quarterly Results,Quarterly,End of Quarter,60,,,High,
SLR,14.20.2,"(b)	Within 7 (Seven) days from the end of each Fiscal Quarter, the Borrower shall furnish to the Rupee Term Loan Lenders: (i) details of any litigation / proceedings to which the Borrower or Directors or Contractors are a party in relation to the Project; (ii) any Force Majeure events or other events having an adverse effect on the Project; (iii) disputes under Project Documents; and (iv) certificate from an independent reputed chartered accountant confirming compliance with the financial covenants set out under this Agreement. ",,Operations,Financial,Financial -Affirmative,Financial Statements,Flash Financial Report,,Flash Financial Report,Quarterly,end of qtr,7 days,,,High,
SLR,14.20.3,"14.20.3	Project Progress Reports 

(a)	The Borrower shall provide regular progress reports on the Project both during construction and operation phases in such form and manner as may be required by the Rupee Term Loan Lenders. Further within 30 (Thirty) Business Days after the end of each Fiscal Quarter, the Borrower shall furnish to the Rupee Term Loan Lender a report on the progress of the implementation of the Project highlighting the deviations of actual, updated schedule of expected physical completion of the Project.",,Operations,Technical,Non Financial - Affirmative,Management Confirmation,Progress Report,,Official Documents,Quarterly,end of qtr,30 days,,,High,
SLR,14.20.3,"(b)	The Borrower shall cause LIE to submit quarterly progress reports on the physical and financial progress of the Project and also highlight deviations from the agreed Project implementation schedule/plan.",,Operations,Technical,Non Financial - Affirmative,Reports,LIE Report,,LIE Report,Quarterly,end of qtr,30 days,,,High,
SLR,14.20.3,"(c)	The Borrower shall provide such evidence and information as may be required by the Rupee Term Loan Lenders to satisfy the Rupee Term Loan Lenders that the physical progress of the Project as well as the expenditure incurred on the Project is as per the original schedule. ",,Operations,Technical,Non Financial - Affirmative,Management Confirmation,Progress Report,,Official Documents,Quarterly,end of qtr,30 days,,,High,
SLR,14.21,"Certificate of no Default 

Concurrently with the financial statements delivered pursuant to the terms of this Agreement, the Borrower shall certify that no Potential Event of Default or Event of Default has occurred during such period or, if any, Potential Event of Default or Event of Default shall have occurred, specifying the nature and period of existence thereof, and the remedial action the Borrower has taken, is taking or proposes to take with respect thereto.",,Operations,Technical,Non Financial - Event of Default,Management Confirmation,No Default,,"Certificates, Management Confirmations: Emails",Annually,end of year,180,,,High,
SLR,14.22,"Notice of Proceedings

Promptly, and in any event no later than 5 (five) days after the Borrower shall have obtained knowledge thereof, the Borrower shall furnish to the Rupee Term Loan Lenders notice of all claims or proceedings before any Governmental Authority, court, arbitral tribunal or other body against or affecting the Borrower, or for the purpose of revoking, terminating, withdrawing, suspending, modifying or withholding the Project Documents or any Approval necessary for the execution, delivery or performance by the Borrower, or the exercise of its rights, under the Project Documents to which it is a party. ",,Operations,Technical,Non Financial - Affirmative,Management Confirmation,No Litigation,,Management Confirmations: Emails,Event Based,,5,,,High,
SLR,14.23,"Notice of Default

Promptly, and in any event not later than 3 (three) days after the Borrower obtains knowledge that any default or material adverse effect under any Finance Documents or event of default or material adverse effect as defined under the respective Project Document has occurred and is continuing, provide to the Rupee Term Loan Lenders notice of such event of default, describing the same in reasonable detail and the remedial action the Borrower has taken, is taking or proposes to take to cure such event of default (including the Default). The Borrower shall further inform the Rupee Term Loan Lenders in the event any of the representations and warranties under any of the Finance Documents are untrue or false or in the event such representations become untrue or false or upon occurrence of an Event of Default / Potential Event of Default or Material Adverse Effect",,Operations,Technical,Non Financial - Event of Default,Management Confirmation,No Default,,Certificates,Event Based,,3,,,High,
SLR,14.24,"Further Information

The Borrower shall submit to the Rupee Term Loan Lenders every quarter or whenever desired by the Rupee Term Loan Lenders with a progress report on the status of the development plan of the Project during implementation period. The Borrower shall also furnish such other information regarding the business, affairs, prospects, assets or condition (financial or otherwise) of the Borrower as the Rupee Term Loan Lenders may request, including latest income tax returns and income tax / sales tax assessment orders. The Borrower shall deliver to the Rupee Term Loan Lenders copies of all documents dispatched by the Borrower to all its creditors (or any general class of them) at the same time as they are dispatched all communications relating to payment.",,Operations,Technical,Non Financial - Affirmative,Management Confirmation,Progress Report,,Official Documents,Quarterly,,,,,Low,
SLR,14.25,"Authorised Investments

Concurrently with the financial statements and reports delivered in terms of this Agreement, the Borrower shall deliver to the Rupee Term Loan Lenders, a schedule of the Permitted Investments, made from the Accounts as at the end of such quarter, in such detail as the Rupee Term Loan Lenders may require.",,Operations,Informative,Financial -Affirmative,Management Confirmation,Investment And Loan Confirmation,,Official Documents,Annually,,180,,,High,
SLR,14.27,"Other Notices

Promptly, and in any event not later than 7 (seven) days upon the Borrower obtaining knowledge thereof or upon their becoming available as the case may be, the Borrower shall notify the Rupee Term Loan Lenders of:

(a)	any nationalisation or any proposal by any Governmental Authority to effect any nationalisation or any action which results in or could reasonably expected to result in a change in or under Applicable Law which reasonably could be expected to have a Material Adverse Effect;",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,MAE Confirmation,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(b)	occurrence of any event which may, or is likely to have a Material Adverse Effect;",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,MAE Confirmation,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(c)	any substantial dispute between the Borrower and any Sponsor, other directors of the Borrower and any Governmental Authority relating to the Project",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,Applicable Laws,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(d)	any change in the Authorised Officials or Sponsors of the Borrower, giving specimen signatures of any new Authorised Officials or Sponsors so appointed and, if requested by the Rupee Term Loan Lenders, satisfactory evidence of the authority of such new Authorised Officials or Sponsors;",,Operations,Informative,Non Financial - Affirmative,Certificate,Specimen Signature Certificate,,Specimen Signature Certificate,Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(e)	any actual or proposed termination, rescission, discharge (otherwise than by performance), amendment or waiver of any material provision under the Project Documents and/or revocation of the Approvals;",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,Compliance with Documents,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(f)	demand notice from any tax authority in respect of any material claim, proceeding or any tax assessment or liability; ",,Operations,Informative,Financial -Affirmative,Management Confirmation,Compliances with all Applicable Taxes and Duties,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(g)	any notice of Force Majeure given or received by the Borrower under any Project Document.",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,Compliance with Documents,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(h)	an event that may delay completion of the Project, material work stoppages or design changes under the Project Documents, scarcity or unavailability of any material or equipment or an event that permits, or, with the passage of time, would permit the Borrower or any other Party to claim relief on account of Force Majeure;",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,Transaction Documents,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(i)	any event, circumstance or condition constituting a claim, or which the Borrower either believes could result in a claim under any of the Project Documents, together with copies of all notices, calculations and other correspondence between the counterparties to any of the Project Documents and the Borrower pursuant thereto; and",,Operations,Informative,Financial -Affirmative,Management Confirmation,Compliance with Documents,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,High,
SLR,14.27,"Other Notices

(j)	any Security Interest being granted or established or becoming enforceable over any of the Borrower's assets. ",,Operations,Informative,Non Financial - Affirmative,Management Confirmation,Security Perfection,,Management Confirmation(s),Event Based,Date of receiving notice,7 days,,,Low,
SLR,14.28,"Auditors Certificate Regarding Diversion/ Siphoning of Funds

(a)	The Borrower shall, at the request of the Rupee Term Loan Lenders, cause an investigation conducted by its Auditor to ascertain whether there had been any diversion / siphoning of funds by the Borrower;",,Operations,Informative,Financial -Affirmative,Certificate,End Use Certificate,,CA Certificate,Event Based,,,,,Low,
SLR,14.28,"Auditors Certificate Regarding Diversion/ Siphoning of Funds

(b)	Notwithstanding anything contained in clause (a) above, the Borrower agrees that the Rupee Term Loan Lenders may give instructions to its Auditor to carry out the investigation as to whether there was any incident of diversion / siphoning of funds by the Borrower;",,Operations,Informative,Financial -Affirmative,Certificate,End Use Certificate,,CA Certificate,Event Based,,,,,Low,
SLR,14.28,"Auditors Certificate Regarding Diversion/ Siphoning of Funds

(c)	The Auditor shall forward his/ its report directly to the Rupee Term Loan Lenders; and ",,Operations,Informative,Financial -Affirmative,Certificate,End Use Certificate,,CA Certificate,Event Based,,,,,Low,
SLR,14.28,"Auditors Certificate Regarding Diversion/ Siphoning of Funds

(d)	The cost of the investigation shall be borne by the Borrower",,Operations,Informative,Financial -Affirmative,Commercial,Others,,,Event Based,,,,,Low,
